english_name,japanese_names,jp_candidate_count,example_set_id,example_number
Lillie's Poké Doll,リーリエのピッピ人形,1,bf3433b6-5f29-4156-a1b7-c67eb119b52f,43
Lillie's Ribombee,リーリエのアブリボン,1,89da1d8e-b1db-45f2-8674-eed2ab01058b,42
Lilligant,ドレディア,1,234779b1-7c9a-442f-8f8e-de41d5de658c,5
Lillipup,ヨーテリー,1,bf3433b6-5f29-4156-a1b7-c67eb119b52f,37
Linoone,マッスグマ,1,eb9a2ae1-f752-48e2-bd6e-4a3103023949,93
Lisia,ルチア,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,158
Lisia's Appeal,ルチアのアピール,1,154b30d7-3fc1-4322-af22-f39b9c881d45,63
Litleo,シシコ,1,ec2d763e-ea05-4f77-ade2-b439f60a2adb,12
Litten,ニャビー,1,248d92ee-d69e-493d-9d4b-0960134db32f,15
Litwick,ヒトモシ,1,0380eb72-bbcd-401c-ba09-fec23007efa7,12
Lokix,エクスレッグ,1,af1234fc-0c84-4c51-ba4c-cc74829e2d03,10
Lombre,ハスブレロ,1,b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,3
Looker,ハンサム,1,4faa5ea4-2af5-4aea-8154-3d8eac93ff68,63
Looker Whistle,ハンサムホイッスル,1,4faa5ea4-2af5-4aea-8154-3d8eac93ff68,57
Lopunny,ミミロップ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,88
Lost Blender,ロストミキサー,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,138
Lost City,ロストシティ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,99
Lost Vacuum,ロストスイーパー,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,93
Lotad,ハスボー,1,b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,2
Loudred,ドゴーム,1,02909cf1-28d7-484f-bede-01b7da714ab6,73
Love Ball,ラブラブボール,1,97d0e77f-4340-44e3-9fb3-6e227b079a7d,58
Lt. Surge's Strategy,マチスの作戦,1,0bf8b1be-1ffe-4105-957e-f4d47b905e05,51
Lucario,ルカリオ,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,77
Lucario & Melmetal-GX,ルカリオ&メルメタルGX,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,83
Lucario VSTAR,ルカリオVSTAR,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,226
Lucario-EX,ルカリオEX,1,a0688785-c0ff-43fa-84fa-48d14432b701,62
Lucario-GX,ルカリオGX,1,7b4aebdd-ad4e-4fd2-a4a1-50ed98bc4e51,30
Lucian,ゴヨウ,1,97d0e77f-4340-44e3-9fb3-6e227b079a7d,62
Lucky Egg,しあわせタマゴ,1,92b1b2b5-1413-4667-96da-f6302db14a80,57
Lucky Energy,ラッキーエネルギー,1,c56a482d-7434-4e00-bc54-16c38f187c4e,70
Lucky Helmet,ラッキーメット,1,97d0e77f-4340-44e3-9fb3-6e227b079a7d,60
Lucky Ice Pop,当たりつきアイス,1,d67a90e5-6bf3-4a5b-8181-26f09eca8a1b,56
Ludicolo,ルンパッパ,1,b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,4
Lugia,ルギア,1,5ef17897-aa4b-47b6-ba3f-437267d27a85,55
Lugia BREAK,ルギアBREAK,1,738567d0-701f-448b-bba6-70a6b90dbcc4,59
Lugia V,ルギアV,1,248d92ee-d69e-493d-9d4b-0960134db32f,79
Lugia VSTAR,ルギアVSTAR,1,248d92ee-d69e-493d-9d4b-0960134db32f,80
Lugia-EX,ルギアEX,1,eb0a6865-84ff-4f85-b031-54c9d4e4c14d,86
Lugia-GX,ルギアGX,1,ac71e58e-df22-4e89-89a6-7e939bd6632a,72
Lum Berry,ラムのみ,1,e7364633-fbf1-400c-8da2-63b129f42c38,58
Lumineon,ネオラント,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,28
Lumineon V,ネオラントV,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,26
Luminous Energy,ルミナスエネルギー,1,af1234fc-0c84-4c51-ba4c-cc74829e2d03,73
Lunala,ルナアーラ,1,4a261245-088f-4357-a2ff-6c7890e11543,39
Lunala ◇,ルナアーラ,1,4faa5ea4-2af5-4aea-8154-3d8eac93ff68,32
Lunala-GX,ルナアーラGX,1,af81f07b-2345-4f9e-baf5-adfa2bcdb807,28
Lunatone,ルナトーン,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,56
Lurantis,ラランテス,1,03ce403b-f7de-460e-931e-27de38cd44ca,5
Lurantis-GX,ラランテスGX,1,af81f07b-2345-4f9e-baf5-adfa2bcdb807,6
Lure Ball,ルアーボール,1,1778f144-2fa0-4cf0-b7ed-b8a42a4f4526,60
Lure Module,ルアーモジュール,1,519974df-352f-47fe-a03f-04e3e551a5da,67
Lusamine,ルザミーネ,1,03ce403b-f7de-460e-931e-27de38cd44ca,54
Lusamine ◇,ルザミーネ,1,ac71e58e-df22-4e89-89a6-7e939bd6632a,92
Luvdisc,ラブカス,1,6e0a46c7-e469-4972-ba98-131cf67c7c94,18
Luxio,ルクシオ,1,248d92ee-d69e-493d-9d4b-0960134db32f,27
Luxray,レントラー,1,248d92ee-d69e-493d-9d4b-0960134db32f,28
Luxray ex,レントラーex,1,aaae146c-17af-45fb-b9fb-165ca527fc03,41
Luxray V,レントラーV,1,7232c008-006b-4250-8b7a-d6e96202a657,21
Luxurious Cape,ゴージャスマント,1,c5804d11-9c59-4cad-9061-0801b0ba0d9b,55
Lycanroc,ルガルガン,1,248d92ee-d69e-493d-9d4b-0960134db32f,54
Lycanroc ex,ルガルガンex,1,af1234fc-0c84-4c51-ba4c-cc74829e2d03,50
Lycanroc V,ルガルガンV,1,b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,24
Lycanroc VMAX,ルガルガンVMAX,1,b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,25
Lycanroc-GX,ルガルガンGX,1,a46aa9cd-922a-487f-a7f2-940f9a23ef57,27
Lysandre,フラダリ,1,6ba347c2-db70-4a00-bd67-01f48ceff2f5,77
Lysandre Labs,フラダリラボ,1,adc82cca-bad7-4c21-88f1-14482564992e,92
Lysandre ◇,フラダリ,1,adc82cca-bad7-4c21-88f1-14482564992e,89
Lysandre's Trump Card,フラダリの奥の手,1,c5895636-5372-42da-a880-777a0a52416a,86
M Aggron-EX,megaボスゴドラEX,1,e249c6c7-6f19-4de0-b421-1d7bce8e588d,46
M Alakazam-EX,megaフーディンEX,1,738567d0-701f-448b-bba6-70a6b90dbcc4,24
M Altaria-EX,megaチルタリスEX,1,738567d0-701f-448b-bba6-70a6b90dbcc4,54
M Ampharos-EX,megaデンリュウEX,1,e19dcfd0-93f5-498e-bc42-b724ceb38c83,86
M Beedrill-EX,megaスピアーEX,1,a4b22717-7318-403a-8743-77bfda0624d7,2
M Blastoise-EX,megaカメックスEX,1,0f0b8f32-db0e-4bf1-9a12-e6692554debb,15
M Camerupt-EX,megaバクーダEX,1,a0688785-c0ff-43fa-84fa-48d14432b701,172
M Charizard-EX,megaリザードンEX,1,6ba347c2-db70-4a00-bd67-01f48ceff2f5,55
M Gallade-EX,megaエルレイドEX,1,75574306-ef8d-4e8e-b8a5-5d485286a968,81
M Gardevoir-EX,megaサーナイトEX,1,a0688785-c0ff-43fa-84fa-48d14432b701,92
M Gengar-EX,megaゲンガーEX,1,c5895636-5372-42da-a880-777a0a52416a,34
M Glalie-EX,megaオニゴーリEX,1,e2a21580-e660-4e87-921d-56dea35352aa,15
M Gyarados-EX,megaギャラドスEX,1,76c58458-b473-4806-9bb6-903a2d2a9b45,19
M Heracross-EX,megaヘラクロスEX,1,18513f31-8b41-4783-9b7b-43ea49365192,5
M Houndoom-EX,megaヘルガーEX,1,ef6bc45c-08a8-4349-8017-1717b108d3c8,10
M Kangaskhan-EX,megaガルーラEX,1,6ba347c2-db70-4a00-bd67-01f48ceff2f5,65
M Latios-EX,megaラティオスEX,1,75574306-ef8d-4e8e-b8a5-5d485286a968,83
M Lucario-EX,megaルカリオEX,1,a0688785-c0ff-43fa-84fa-48d14432b701,63
M Manectric-EX,megaライボルトEX,1,a0688785-c0ff-43fa-84fa-48d14432b701,174
M Mewtwo-EX,megaミュウツーEX,1,ef6bc45c-08a8-4349-8017-1717b108d3c8,28
M Pidgeot-EX,megaピジョットEX,1,13ac4f0e-0e0f-4ab3-9fa0-933a49903236,63
M Rayquaza-EX,megaレックウザEX,1,a0688785-c0ff-43fa-84fa-48d14432b701,105
M Sceptile-EX,megaジュカインEX,1,e19dcfd0-93f5-498e-bc42-b724ceb38c83,83
M Scizor-EX,megaハッサムEX,1,76c58458-b473-4806-9bb6-903a2d2a9b45,58
M Sharpedo-EX,megaサメハダーEX,1,a0688785-c0ff-43fa-84fa-48d14432b701,71
M Tyranitar-EX,megaバンギラスEX,1,e19dcfd0-93f5-498e-bc42-b724ceb38c83,90
M Venusaur-EX,megaフシギバナEX,1,1e661884-d040-47cb-bdf0-f160771af6e1,2
Mabosstiff,マフィティフ,1,15f71d52-9415-472d-a5cb-2397e385979c,55
Machamp,カイリキー,1,54450e62-c2ee-4136-b175-6191e3a2acfc,36
Machamp BREAK,カイリキーBREAK,1,13ac4f0e-0e0f-4ab3-9fa0-933a49903236,58
Machamp V,カイリキーV,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,71
Machamp VMAX,カイリキーVMAX,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,72
Machamp-EX,カイリキーEX,1,e19dcfd0-93f5-498e-bc42-b724ceb38c83,88
Machamp-GX,カイリキーGX,1,25678826-2811-4bff-9b3a-26e10c5db48c,29
Machoke,ゴーリキー,1,54450e62-c2ee-4136-b175-6191e3a2acfc,35
Machop,ワンリキー,1,54450e62-c2ee-4136-b175-6191e3a2acfc,34
Magby,ブビィ,1,41226239-da09-4293-b6a3-d53c92094bf5,10
Magcargo,マグカルゴ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,16
Magcargo ex,マグカルゴex,1,97d0e77f-4340-44e3-9fb3-6e227b079a7d,13
Magcargo-GX,マグカルゴGX,1,8251be2f-446e-47c1-ae16-155441fda939,12
Magearna,マギアナ,1,6e0a46c7-e469-4972-ba98-131cf67c7c94,50
Magearna V,マギアナV,1,012908fb-007c-486d-85ba-d2fcf10d833d,51
Magearna-EX,マギアナEX,1,a0688785-c0ff-43fa-84fa-48d14432b701,89
Magikarp,コイキング,1,ea641579-b748-4519-80bf-909f23f821ca,8
Magikarp & Wailord-GX,コイキング&ホエルオーGX,1,8c3e90a2-295a-49ec-a166-fec75fe3fd8e,19
Magma Basin,マグマの滝壺,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,170
Magma Pointer,マグマポインター,1,cbbbd49a-cc8b-4bbe-83f2-29ebc09f25e3,26
Magmar,ブーバー,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,16
Magmortar,ブーバーン,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,17
Magnemite,コイル,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,94
Magnetic Storm,磁気嵐,1,6ba347c2-db70-4a00-bd67-01f48ceff2f5,80
Magneton,レアコイル,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,95
Magnezone,ジバコイル,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,96
Magnezone ex,ジバコイルex,1,15f71d52-9415-472d-a5cb-2397e385979c,28
Magnezone V,ジバコイルV,1,54450e62-c2ee-4136-b175-6191e3a2acfc,16
Magnezone VSTAR,ジバコイルVSTAR,1,54450e62-c2ee-4136-b175-6191e3a2acfc,17
Magnezone-EX,ジバコイルEX,1,6ba347c2-db70-4a00-bd67-01f48ceff2f5,30
Maintenance,メンテナンス,1,18513f31-8b41-4783-9b7b-43ea49365192,84
Makuhita,マクノシタ,1,6e0a46c7-e469-4972-ba98-131cf67c7c94,34
Malamar,カラマネロ,1,6e0a46c7-e469-4972-ba98-131cf67c7c94,33
Malamar V,カラマネロV,1,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,70
Malamar VMAX,カラマネロVMAX,1,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,71
Malamar-EX,カラマネロEX,1,a0688785-c0ff-43fa-84fa-48d14432b701,76
Mallow,マオ,1,a46aa9cd-922a-487f-a7f2-940f9a23ef57,49
Mallow & Lana,マオ&スイレン,1,4a261245-088f-4357-a2ff-6c7890e11543,89
Mamoswine,マンムー,1,0380eb72-bbcd-401c-ba09-fec23007efa7,20
Mamoswine ex,マンムーex,1,89da1d8e-b1db-45f2-8674-eed2ab01058b,46
Manaphy,マナフィ,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,29
Manaphy-EX,マナフィEX,1,76c58458-b473-4806-9bb6-903a2d2a9b45,21
Mandibuzz,バルジーナ,1,a945665e-c81a-4c03-924d-624a07458341,65
Manectric,ライボルト,1,02909cf1-28d7-484f-bede-01b7da714ab6,34
Manectric Spirit Link,ライボルトソウルリンク,1,c5895636-5372-42da-a880-777a0a52416a,81
Manectric-EX,ライボルトEX,1,c5895636-5372-42da-a880-777a0a52416a,23
Mankey,マンキー,1,8cce95a2-f537-4156-907d-f331ce13b5d6,28
Mantine,マンタイン,1,ac71e58e-df22-4e89-89a6-7e939bd6632a,27
Mantyke,タマンタ,1,c5804d11-9c59-4cad-9061-0801b0ba0d9b,7
Maractus,マラカッチ,1,a945665e-c81a-4c03-924d-624a07458341,6
Mareanie,ヒドイデ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,71
Mareep,メリープ,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,36
Marill,マリル,1,a8568729-9fae-4f33-bea1-c887bbc3f41a,19
Marnie,マリィ,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,160
Marnie's Grimmsnarl ex,マリィのオーロンゲex,1,b42030c0-3702-41e1-b649-a790ce1e1ad1,7
Marnie's Impidimp,マリィのベロバー,1,b42030c0-3702-41e1-b649-a790ce1e1ad1,5
Marnie's Liepard,マリィのレパルダス,1,b42030c0-3702-41e1-b649-a790ce1e1ad1,2
Marnie's Morgrem,マリィのギモー,1,b42030c0-3702-41e1-b649-a790ce1e1ad1,6
Marnie's Morpeko,マリィのモルペコ,1,b42030c0-3702-41e1-b649-a790ce1e1ad1,8
Marnie's Purrloin,マリィのチョロネコ,1,b42030c0-3702-41e1-b649-a790ce1e1ad1,1
Marnie's Scrafty,マリィのズルズキン,1,b42030c0-3702-41e1-b649-a790ce1e1ad1,4
Marnie's Scraggy,マリィのズルッグ,1,b42030c0-3702-41e1-b649-a790ce1e1ad1,3
Marowak,ガラガラ,1,94db240f-1949-4c1e-9b92-12425aa31573,46
Marowak BREAK,ガラガラBREAK,1,ef6bc45c-08a8-4349-8017-1717b108d3c8,36
Mars,マーズ,1,85624ae1-7bf6-4f09-a3c7-d3af5f65893a,62
Marshadow,マーシャドー,1,67f367c1-a48d-4f82-8b03-0cea6da851bb,30
Marshadow & Machamp-GX,マーシャドー&カイリキーGX,1,94db240f-1949-4c1e-9b92-12425aa31573,42
Marshadow-GX,マーシャドーGX,1,ea641579-b748-4519-80bf-909f23f821ca,33
Marshtomp,ヌマクロー,1,02909cf1-28d7-484f-bede-01b7da714ab6,23
Martial Arts Dojo,格闘道場,1,94db240f-1949-4c1e-9b92-12425aa31573,89
Maschiff,オラチフ,1,15f71d52-9415-472d-a5cb-2397e385979c,53
Masquerain,アメモース,1,af81f07b-2345-4f9e-baf5-adfa2bcdb807,3
Maushold,イッカネズミ,1,15f71d52-9415-472d-a5cb-2397e385979c,66
Maushold ex,イッカネズミex,1,1d6a22e1-15be-46ec-bfa4-71adffe1213e,57
Mawile,クチート,1,8cce95a2-f537-4156-907d-f331ce13b5d6,48
Mawile V,クチートV,1,012908fb-007c-486d-85ba-d2fcf10d833d,39
Mawile VSTAR,クチートVSTAR,1,012908fb-007c-486d-85ba-d2fcf10d833d,40
Mawile-GX,クチートGX,1,4fc047cb-d0d5-4086-b6dd-8f0b1d5dad42,30
Max Elixir,ピーピーマックス,1,76c58458-b473-4806-9bb6-903a2d2a9b45,72
Max Potion,まんたんのくすり,1,575b3ae4-5c0c-4abc-93f8-f1f4cc71974a,48
Max Revive,げんきのかたまり,1,1e661884-d040-47cb-bdf0-f160771af6e1,54
Maxie's Hidden Ball Trick,マツブサの隠し玉,1,e249c6c7-6f19-4de0-b421-1d7bce8e588d,67
Maximum Belt,マキシマムベルト,1,d89dc0ae-ec18-4b7e-a147-29ceffa71c2f,159
Medical Energy,メディカルエネルギー,1,c5804d11-9c59-4cad-9061-0801b0ba0d9b,62
Medicham,チャーレム,1,248d92ee-d69e-493d-9d4b-0960134db32f,38
Medicham ex,チャーレムex,1,db8504f1-e9f0-4e60-954a-4818040cfe98,54
Medicham V,チャーレムV,1,d67a90e5-6bf3-4a5b-8181-26f09eca8a1b,36
Meditite,アサナン,1,248d92ee-d69e-493d-9d4b-0960134db32f,37
Mega Catcher,メガキャッチャー,1,738567d0-701f-448b-bba6-70a6b90dbcc4,68
Mega Lopunny & Jigglypuff-GX,メガミミロップ&プリンGX,1,4a261245-088f-4357-a2ff-6c7890e11543,73
Mega Sableye & Tyranitar-GX,メガヤミラミ&バンギラスGX,1,14496d8f-d11f-4779-bc03-b5a0e25a8a4b,54
Meganium,メガニウム,1,ac71e58e-df22-4e89-89a6-7e939bd6632a,5
Megaton Blower,メガトンブロアー,1,154b30d7-3fc1-4322-af22-f39b9c881d45,56
Mela,メロコ,1,41226239-da09-4293-b6a3-d53c92094bf5,66
Melmetal,メルメタル,1,a945665e-c81a-4c03-924d-624a07458341,72
Melmetal V,メルメタルV,1,519974df-352f-47fe-a03f-04e3e551a5da,47
Melmetal VMAX,メルメタルVMAX,1,519974df-352f-47fe-a03f-04e3e551a5da,48
Melmetal-GX,ルカリオ&メルメタルGX,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,184
Meloetta,メロエッタ,1,a945665e-c81a-4c03-924d-624a07458341,48
Meloetta ex,メロエッタex,1,1b0c8034-f89e-45bd-9339-da3e9963ce3f,47
Melony,メロン,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,162
Meltan,メルタン,1,a945665e-c81a-4c03-924d-624a07458341,71
Memory Capsule,メモリーカプセル,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,147
Memory Energy,メモリーエネルギー,1,ac71e58e-df22-4e89-89a6-7e939bd6632a,95
Meowscarada,マスカーニャ,1,89da1d8e-b1db-45f2-8674-eed2ab01058b,12
Meowscarada ex,マスカーニャex,1,af1234fc-0c84-4c51-ba4c-cc74829e2d03,7
Meowstic,ニャオニクス,1,012908fb-007c-486d-85ba-d2fcf10d833d,42
Meowth,ニャース,1,94db240f-1949-4c1e-9b92-12425aa31573,67
Mesagoza,テーブルシティ,1,15f71d52-9415-472d-a5cb-2397e385979c,78
Mesprit,エムリット,1,6e0a46c7-e469-4972-ba98-131cf67c7c94,30
Metagross,メタグロス,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,75
Metagross V,メタグロスV,1,c56a482d-7434-4e00-bc54-16c38f187c4e,49
Metagross VMAX,メタグロスVMAX,1,c56a482d-7434-4e00-bc54-16c38f187c4e,50
Metagross-GX,メタグロスGX,1,a46aa9cd-922a-487f-a7f2-940f9a23ef57,35
Metal Core Barrier,メタルコアバリア,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,142
Metal Energy,基本鋼エネルギー,1,b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,90
Metal Frying Pan,鋼鉄のフライパン,1,7b4aebdd-ad4e-4fd2-a4a1-50ed98bc4e51,42
Metal Goggles,メタルゴーグル,1,424e31c9-b164-41cc-bc8b-67667edfab53,49
Metal Saucer,メタルソーサー,1,43366684-3ba6-4b69-a815-9c96da64469d,166
Metang,メタング,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,74
Metapod,トランセル,1,a945665e-c81a-4c03-924d-624a07458341,2
Mew,ミュウ,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,52
Mew ex,ミュウex,1,bb411b0c-7378-4681-8d40-30958187c747,151
Mew V,ミュウV,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,53
Mew VMAX,ミュウVMAX,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,54
Mew-EX,ミュウEX,1,790d2460-b945-4a62-ac80-f5a10254b191,22
Mewtwo,ミュウツー,1,012908fb-007c-486d-85ba-d2fcf10d833d,35
Mewtwo & Mew-GX,ミュウツー&ミュウGX,1,14496d8f-d11f-4779-bc03-b5a0e25a8a4b,29
Mewtwo Spirit Link,ミュウツーソウルリンク,1,ef6bc45c-08a8-4349-8017-1717b108d3c8,57
Mewtwo V,ミュウツーV,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,50
Mewtwo VSTAR,ミュウツーVSTAR,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,51
Mewtwo-EX,ミュウツーEX,1,eb0a6865-84ff-4f85-b031-54c9d4e4c14d,45
Mewtwo-GX,ミュウツーGX,1,cc2feeb0-7efb-4265-9655-142f55afe232,40
Mienfoo,コジョフー,1,02eba1f1-ab17-434f-b54f-3213cbb54ca3,49
Mienshao,コジョンド,1,02eba1f1-ab17-434f-b54f-3213cbb54ca3,50
Mightyena,グラエナ,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,82
Milcery,マホミル,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,80
Milo,ヤロー,1,692e5d4f-0da6-4011-a12c-ffdb1309cba4,67
Milotic,ミロカロス,1,012908fb-007c-486d-85ba-d2fcf10d833d,28
Milotic ex,ミロカロスex,1,6d9ff692-c95f-40d8-aef9-58089eb14260,26
Milotic V,ミロカロスV,1,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,22
Miltank,ミルタンク,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,119
Mime Jr.,マネネ,1,2e3e2cf1-be86-4808-87f7-fe01973f0325,85
Mimikyu,ミミッキュ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,50
Mimikyu V,ミミッキュV,1,8cce95a2-f537-4156-907d-f331ce13b5d6,27
Mimikyu VMAX,ミミッキュVMAX,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,77
Mimikyu-GX,ミミッキュGX,1,dbb0d0e7-efba-41c2-9f8a-daf68582ed52,38
Mina,マツリカ,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,156
Minccino,チラーミィ,1,012f4320-fb6b-4541-b502-a185ca139451,85
Minior,メテノ,1,a46aa9cd-922a-487f-a7f2-940f9a23ef57,28
Minun,マイナン,1,cc2feeb0-7efb-4265-9655-142f55afe232,35
Miracle Intercom,ミラクルインカム,1,6d9ff692-c95f-40d8-aef9-58089eb14260,97
Mirage Gate,ミラージュゲート,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,92
Miraidon,ミライドン,1,1fea9ad9-1344-4423-b075-978401221f70,52
Miraidon ex,ミライドンex,1,15f71d52-9415-472d-a5cb-2397e385979c,37
Miriam,ミモザ,1,15f71d52-9415-472d-a5cb-2397e385979c,77
Misdreavus,ムウマ,1,54450e62-c2ee-4136-b175-6191e3a2acfc,25
Mismagius,ムウマージ,1,54450e62-c2ee-4136-b175-6191e3a2acfc,26
Miss Fortune Sisters,野盗三姉妹,1,54450e62-c2ee-4136-b175-6191e3a2acfc,70
Missing Clover,ミッシングクローバー,1,85624ae1-7bf6-4f09-a3c7-d3af5f65893a,58
Mist Energy,ミストエネルギー,1,1fea9ad9-1344-4423-b075-978401221f70,71
Misty & Lorelei,カスミ&カンナ,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,147
Misty's Determination,カスミのやる気,1,13ac4f0e-0e0f-4ab3-9fa0-933a49903236,85
Misty's Favor,カスミのおねがい,1,14496d8f-d11f-4779-bc03-b5a0e25a8a4b,85
Misty's Gyarados,カスミのギャラドス,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,26
Misty's Lapras,カスミのラプラス,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,27
Misty's Magikarp,カスミのコイキング,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,25
Misty's Psyduck,カスミのコダック,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,22
Misty's Starmie,カスミのスターミー,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,24
Misty's Staryu,カスミのヒトデマン,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,23
Mixed Herbs,ミックスハーブ,1,8251be2f-446e-47c1-ae16-155441fda939,52
Molayne,マーレイン,1,a7880f19-342f-4727-8b28-2ad012936a2f,49
Moltres,ファイヤー,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,18
Moltres & Zapdos & Articuno-GX,ファイヤー&サンダー&フリーザーGX,1,03ce403b-f7de-460e-931e-27de38cd44ca,35
Monferno,モウカザル,1,012f4320-fb6b-4541-b502-a185ca139451,20
Moomoo Cheese,モーモーチーズ,1,5ef17897-aa4b-47b6-ba3f-437267d27a85,67
Moomoo Milk,モーモーミルク,1,ac71e58e-df22-4e89-89a6-7e939bd6632a,82
Moon & Sun Badge,月と太陽のバッジ,1,a29ec842-6bdb-4f63-9b66-6d63ca4e67cf,64
Moonlit Hill,月明かりの丘,1,d89dc0ae-ec18-4b7e-a147-29ceffa71c2f,183
Morelull,ネマシュ,1,af81f07b-2345-4f9e-baf5-adfa2bcdb807,7
Morgan,ルミタン,1,312d4099-d563-4221-b523-a8ab2cf9c24e,137
Morgrem,ギモー,1,db8504f1-e9f0-4e60-954a-4818040cfe98,65
Morpeko,モルペコ,1,248d92ee-d69e-493d-9d4b-0960134db32f,62
Morpeko V,モルペコV,1,92b1b2b5-1413-4667-96da-f6302db14a80,19
Morpeko V-UNION,モルペコV-UNION,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,56
Morpeko VMAX,モルペコVMAX,1,92b1b2b5-1413-4667-96da-f6302db14a80,20
Morty,マツバ,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,155
Morty's Conviction,マツバの確信,1,d89dc0ae-ec18-4b7e-a147-29ceffa71c2f,178
Mothim,ガーメイル,1,012f4320-fb6b-4541-b502-a185ca139451,11
Mount Lanakila,ラナキラマウンテン,1,a8568729-9fae-4f33-bea1-c887bbc3f41a,51
Mountain Ring,マウンテンリング,1,18513f31-8b41-4783-9b7b-43ea49365192,94
Mow Rotom,カットロトム,1,85624ae1-7bf6-4f09-a3c7-d3af5f65893a,13
Mr. Mime,バリヤード,1,54450e62-c2ee-4136-b175-6191e3a2acfc,24
Mr. Mime-GX,バリヤードGX,1,1778f144-2fa0-4cf0-b7ed-b8a42a4f4526,25
Mt. Coronet,テンガン山,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,164
Mudbray,ドロバンコ,1,575b3ae4-5c0c-4abc-93f8-f1f4cc71974a,31
Mudkip,ミズゴロウ,1,02909cf1-28d7-484f-bede-01b7da714ab6,21
Mudsdale,バンバドロ,1,575b3ae4-5c0c-4abc-93f8-f1f4cc71974a,32
Muk,ベトベトン,1,012f4320-fb6b-4541-b502-a185ca139451,61
Muk & Alolan Muk-GX,ベトベトン&アローラベトベトンGX,1,94db240f-1949-4c1e-9b92-12425aa31573,29
Multi Switch,マルチつけかえ,1,575b3ae4-5c0c-4abc-93f8-f1f4cc71974a,47
Munchlax,ゴンベ,1,4fc047cb-d0d5-4086-b6dd-8f0b1d5dad42,40
Munkidori,マシマシラ,1,aaae146c-17af-45fb-b9fb-165ca527fc03,55
Munkidori ex,マシマシラex,1,0683c46d-715d-4978-bcac-223c867795ea,37
