card_number,db_id,db_name,db_rarity,db_image_url,scrydex_name,scrydex_japanese_name,scrydex_rarity,scrydex_image_url,scrydex_card_url
226,b0a237e5-1fac-4786-bfc0-e3db261ead8b,ウミディグダ,S,https://images.scrydex.com/pokemon/sv4a_ja-226/medium,Wiglett,ウミディグダ,S,https://images.scrydex.com/pokemon/sv4a_ja-226/medium,https://scrydex.com/pokemon/cards/wiglett/sv4a_ja-226?variant=holofoil
227,9dbc2ae3-4f51-497f-8fa5-9ebde98bd814,ウミトリオ,S,https://images.scrydex.com/pokemon/sv4a_ja-227/medium,Wugtrio,ウミトリオ,S,https://images.scrydex.com/pokemon/sv4a_ja-227/medium,https://scrydex.com/pokemon/cards/wugtrio/sv4a_ja-227?variant=holofoil
228,1103dc2e-0dfc-4a86-9e19-b098d3c1bbeb,ナミイルカ,S,https://images.scrydex.com/pokemon/sv4a_ja-228/medium,Finizen,ナミイルカ,S,https://images.scrydex.com/pokemon/sv4a_ja-228/medium,https://scrydex.com/pokemon/cards/finizen/sv4a_ja-228?variant=holofoil
229,570f93c0-c5c2-4897-b236-1f7630133efa,イルカマン,S,https://images.scrydex.com/pokemon/sv4a_ja-229/medium,Palafin,イルカマン,S,https://images.scrydex.com/pokemon/sv4a_ja-229/medium,https://scrydex.com/pokemon/cards/palafin/sv4a_ja-229?variant=holofoil
230,0c73ad84-a52d-44a1-aa8a-9241f91b86ae,ミガルーサ,S,https://images.scrydex.com/pokemon/sv4a_ja-230/medium,Veluza,ミガルーサ,S,https://images.scrydex.com/pokemon/sv4a_ja-230/medium,https://scrydex.com/pokemon/cards/veluza/sv4a_ja-230?variant=holofoil
231,f5a95f4e-d806-4d2a-9358-5c896ab81675,ヘイラッシャ,S,https://images.scrydex.com/pokemon/sv4a_ja-231/medium,Dondozo,ヘイラッシャ,S,https://images.scrydex.com/pokemon/sv4a_ja-231/medium,https://scrydex.com/pokemon/cards/dondozo/sv4a_ja-231?variant=holofoil
232,6537b4de-1833-4672-bdfa-f1ab08a5f5f9,シャリタツ,S,https://images.scrydex.com/pokemon/sv4a_ja-232/medium,Tatsugiri,シャリタツ,S,https://images.scrydex.com/pokemon/sv4a_ja-232/medium,https://scrydex.com/pokemon/cards/tatsugiri/sv4a_ja-232?variant=holofoil
233,fd1b4416-9703-413a-b6d6-44fdbaba4fb9,セビエ,S,https://images.scrydex.com/pokemon/sv4a_ja-233/medium,Frigibax,セビエ,S,https://images.scrydex.com/pokemon/sv4a_ja-233/medium,https://scrydex.com/pokemon/cards/frigibax/sv4a_ja-233?variant=holofoil
234,800c4be7-385e-4514-af0b-405d33a40673,セゴール,S,https://images.scrydex.com/pokemon/sv4a_ja-234/medium,Arctibax,セゴール,S,https://images.scrydex.com/pokemon/sv4a_ja-234/medium,https://scrydex.com/pokemon/cards/arctibax/sv4a_ja-234?variant=holofoil
235,cae70857-28da-4bec-b445-94537cda36cb,セグレイブ,S,https://images.scrydex.com/pokemon/sv4a_ja-235/medium,Baxcalibur,セグレイブ,S,https://images.scrydex.com/pokemon/sv4a_ja-235/medium,https://scrydex.com/pokemon/cards/baxcalibur/sv4a_ja-235?variant=holofoil
236,7ca24cbb-7564-4feb-9667-57960b5d22a8,ピカチュウ,S,https://images.scrydex.com/pokemon/sv4a_ja-236/medium,Pikachu,ピカチュウ,S,https://images.scrydex.com/pokemon/sv4a_ja-236/medium,https://scrydex.com/pokemon/cards/pikachu/sv4a_ja-236?variant=holofoil
237,562a11ac-cabd-4659-a03f-d7db8c6eb06e,ライチュウ,S,https://images.scrydex.com/pokemon/sv4a_ja-237/medium,Raichu,ライチュウ,S,https://images.scrydex.com/pokemon/sv4a_ja-237/medium,https://scrydex.com/pokemon/cards/raichu/sv4a_ja-237?variant=holofoil
238,1ed68198-14da-4d35-9133-0ce6a9670760,ビリリダマ,S,https://images.scrydex.com/pokemon/sv4a_ja-238/medium,Voltorb,ビリリダマ,S,https://images.scrydex.com/pokemon/sv4a_ja-238/medium,https://scrydex.com/pokemon/cards/voltorb/sv4a_ja-238?variant=holofoil
239,0f77c23d-9cb5-4f37-b629-387506ae546c,マルマイン,S,https://images.scrydex.com/pokemon/sv4a_ja-239/medium,Electrode,マルマイン,S,https://images.scrydex.com/pokemon/sv4a_ja-239/medium,https://scrydex.com/pokemon/cards/electrode/sv4a_ja-239?variant=holofoil
240,1a278ce0-871f-4763-9d85-5037ebd01927,コリンク,S,https://images.scrydex.com/pokemon/sv4a_ja-240/medium,Shinx,コリンク,S,https://images.scrydex.com/pokemon/sv4a_ja-240/medium,https://scrydex.com/pokemon/cards/shinx/sv4a_ja-240?variant=holofoil
241,8338e5d7-4533-43da-9188-fb772a24d379,ルクシオ,S,https://images.scrydex.com/pokemon/sv4a_ja-241/medium,Luxio,ルクシオ,S,https://images.scrydex.com/pokemon/sv4a_ja-241/medium,https://scrydex.com/pokemon/cards/luxio/sv4a_ja-241?variant=holofoil
242,0393542b-b7eb-4566-83e9-2e75d991732f,レントラー,S,https://images.scrydex.com/pokemon/sv4a_ja-242/medium,Luxray,レントラー,S,https://images.scrydex.com/pokemon/sv4a_ja-242/medium,https://scrydex.com/pokemon/cards/luxray/sv4a_ja-242?variant=holofoil
243,233b6ad3-ee76-43fc-be8e-c7a0b3d11a72,パチリス,S,https://images.scrydex.com/pokemon/sv4a_ja-243/medium,Pachirisu,パチリス,S,https://images.scrydex.com/pokemon/sv4a_ja-243/medium,https://scrydex.com/pokemon/cards/pachirisu/sv4a_ja-243?variant=holofoil
244,cff94ab8-35f4-4755-a5c1-e7f35d7e44d4,ボルトロス,S,https://images.scrydex.com/pokemon/sv4a_ja-244/medium,Thundurus,ボルトロス,S,https://images.scrydex.com/pokemon/sv4a_ja-244/medium,https://scrydex.com/pokemon/cards/thundurus/sv4a_ja-244?variant=holofoil
245,6d2af5f6-65aa-4864-b091-2249b94807ce,エレズン,S,https://images.scrydex.com/pokemon/sv4a_ja-245/medium,Toxel,エレズン,S,https://images.scrydex.com/pokemon/sv4a_ja-245/medium,https://scrydex.com/pokemon/cards/toxel/sv4a_ja-245?variant=holofoil
246,37cc8d99-2df5-4006-85f7-73b5e339ebc7,ストリンダー,S,https://images.scrydex.com/pokemon/sv4a_ja-246/medium,Toxtricity,ストリンダー,S,https://images.scrydex.com/pokemon/sv4a_ja-246/medium,https://scrydex.com/pokemon/cards/toxtricity/sv4a_ja-246?variant=holofoil
247,fca4b44b-26fa-494d-ae92-b93ccd7bc95c,パモ,S,https://images.scrydex.com/pokemon/sv4a_ja-247/medium,Pawmi,パモ,S,https://images.scrydex.com/pokemon/sv4a_ja-247/medium,https://scrydex.com/pokemon/cards/pawmi/sv4a_ja-247?variant=holofoil
248,6b1635da-e30a-4c01-af8b-9e4433cf45a9,パモット,S,https://images.scrydex.com/pokemon/sv4a_ja-248/medium,Pawmo,パモット,S,https://images.scrydex.com/pokemon/sv4a_ja-248/medium,https://scrydex.com/pokemon/cards/pawmo/sv4a_ja-248?variant=holofoil
249,040b8b17-fff7-48b6-a949-727bef8850e1,パーモット,S,https://images.scrydex.com/pokemon/sv4a_ja-249/medium,Pawmot,パーモット,S,https://images.scrydex.com/pokemon/sv4a_ja-249/medium,https://scrydex.com/pokemon/cards/pawmot/sv4a_ja-249?variant=holofoil
250,7b3909fd-b89c-43cd-a663-8c2010a31413,カイデン,S,https://images.scrydex.com/pokemon/sv4a_ja-250/medium,Wattrel,カイデン,S,https://images.scrydex.com/pokemon/sv4a_ja-250/medium,https://scrydex.com/pokemon/cards/wattrel/sv4a_ja-250?variant=holofoil
