card_number,link_text,scrydex_card_url,scrydex_name,scrydex_japanese_name,scrydex_rarity,scrydex_image_url,final_url
201,Sprigatito #201 $5.94,https://scrydex.com/pokemon/cards/sprigatito/sv4a_ja-201?variant=holofoil,Sprigatito,ニャオハ,S,https://images.scrydex.com/pokemon/sv4a_ja-201/medium,https://scrydex.com/pokemon/cards/sprigatito/sv4a_ja-201?variant=holofoil
202,Floragato #202 $1.46,https://scrydex.com/pokemon/cards/floragato/sv4a_ja-202?variant=holofoil,Floragato,ニャローテ,S,https://images.scrydex.com/pokemon/sv4a_ja-202/medium,https://scrydex.com/pokemon/cards/floragato/sv4a_ja-202?variant=holofoil
203,Smoliv #203 $1.64,https://scrydex.com/pokemon/cards/smoliv/sv4a_ja-203?variant=holofoil,Smoliv,ミニーブ,S,https://images.scrydex.com/pokemon/sv4a_ja-203/medium,https://scrydex.com/pokemon/cards/smoliv/sv4a_ja-203?variant=holofoil
204,Dolliv #204 $1.22,https://scrydex.com/pokemon/cards/dolliv/sv4a_ja-204?variant=holofoil,Dolliv,オリーニョ,S,https://images.scrydex.com/pokemon/sv4a_ja-204/medium,https://scrydex.com/pokemon/cards/dolliv/sv4a_ja-204?variant=holofoil
205,Arboliva #205 $1.02,https://scrydex.com/pokemon/cards/arboliva/sv4a_ja-205?variant=holofoil,Arboliva,オリーヴァ,S,https://images.scrydex.com/pokemon/sv4a_ja-205/medium,https://scrydex.com/pokemon/cards/arboliva/sv4a_ja-205?variant=holofoil
206,Toedscool #206 $1.08,https://scrydex.com/pokemon/cards/toedscool/sv4a_ja-206?variant=holofoil,Toedscool,ノノクラゲ,S,https://images.scrydex.com/pokemon/sv4a_ja-206/medium,https://scrydex.com/pokemon/cards/toedscool/sv4a_ja-206?variant=holofoil
207,Capsakid #207 $0.87,https://scrydex.com/pokemon/cards/capsakid/sv4a_ja-207?variant=holofoil,Capsakid,カプサイジ,S,https://images.scrydex.com/pokemon/sv4a_ja-207/medium,https://scrydex.com/pokemon/cards/capsakid/sv4a_ja-207?variant=holofoil
208,Scovillain #208 $0.79,https://scrydex.com/pokemon/cards/scovillain/sv4a_ja-208?variant=holofoil,Scovillain,スコヴィラン,S,https://images.scrydex.com/pokemon/sv4a_ja-208/medium,https://scrydex.com/pokemon/cards/scovillain/sv4a_ja-208?variant=holofoil
209,Rellor #209 $0.86,https://scrydex.com/pokemon/cards/rellor/sv4a_ja-209?variant=holofoil,Rellor,シガロコ,S,https://images.scrydex.com/pokemon/sv4a_ja-209/medium,https://scrydex.com/pokemon/cards/rellor/sv4a_ja-209?variant=holofoil
210,Charmander #210 $13.41,https://scrydex.com/pokemon/cards/charmander/sv4a_ja-210?variant=holofoil,Charmander,ヒトカゲ,S,https://images.scrydex.com/pokemon/sv4a_ja-210/medium,https://scrydex.com/pokemon/cards/charmander/sv4a_ja-210?variant=holofoil
211,Charmeleon #211 $6.72,https://scrydex.com/pokemon/cards/charmeleon/sv4a_ja-211?variant=holofoil,Charmeleon,リザード,S,https://images.scrydex.com/pokemon/sv4a_ja-211/medium,https://scrydex.com/pokemon/cards/charmeleon/sv4a_ja-211?variant=holofoil
212,Paldean Tauros #212 $1.22,https://scrydex.com/pokemon/cards/paldean-tauros/sv4a_ja-212?variant=holofoil,Paldean Tauros,パルデア ケンタロス,S,https://images.scrydex.com/pokemon/sv4a_ja-212/medium,https://scrydex.com/pokemon/cards/paldean-tauros/sv4a_ja-212?variant=holofoil
213,Entei #213 $6.05,https://scrydex.com/pokemon/cards/entei/sv4a_ja-213?variant=holofoil,Entei,エンテイ,S,https://images.scrydex.com/pokemon/sv4a_ja-213/medium,https://scrydex.com/pokemon/cards/entei/sv4a_ja-213?variant=holofoil
214,Oricorio #214 $1.28,https://scrydex.com/pokemon/cards/oricorio/sv4a_ja-214?variant=holofoil,Oricorio,オドリドリ,S,https://images.scrydex.com/pokemon/sv4a_ja-214/medium,https://scrydex.com/pokemon/cards/oricorio/sv4a_ja-214?variant=holofoil
215,Fuecoco #215 $2.02,https://scrydex.com/pokemon/cards/fuecoco/sv4a_ja-215?variant=holofoil,Fuecoco,ホゲータ,S,https://images.scrydex.com/pokemon/sv4a_ja-215/medium,https://scrydex.com/pokemon/cards/fuecoco/sv4a_ja-215?variant=holofoil
216,Crocalor #216 $1.18,https://scrydex.com/pokemon/cards/crocalor/sv4a_ja-216?variant=holofoil,Crocalor,アチゲータ,S,https://images.scrydex.com/pokemon/sv4a_ja-216/medium,https://scrydex.com/pokemon/cards/crocalor/sv4a_ja-216?variant=holofoil
217,Charcadet #217 $1.77,https://scrydex.com/pokemon/cards/charcadet/sv4a_ja-217?variant=holofoil,Charcadet,カルボウ,S,https://images.scrydex.com/pokemon/sv4a_ja-217/medium,https://scrydex.com/pokemon/cards/charcadet/sv4a_ja-217?variant=holofoil
218,Armarouge #218 $1.94,https://scrydex.com/pokemon/cards/armarouge/sv4a_ja-218?variant=holofoil,Armarouge,グレンアルマ,S,https://images.scrydex.com/pokemon/sv4a_ja-218/medium,https://scrydex.com/pokemon/cards/armarouge/sv4a_ja-218?variant=holofoil
219,Slowpoke #219 $8.54,https://scrydex.com/pokemon/cards/slowpoke/sv4a_ja-219?variant=holofoil,Slowpoke,ヤドン,S,https://images.scrydex.com/pokemon/sv4a_ja-219/medium,https://scrydex.com/pokemon/cards/slowpoke/sv4a_ja-219?variant=holofoil
220,Slowbro #220 $4.64,https://scrydex.com/pokemon/cards/slowbro/sv4a_ja-220?variant=holofoil,Slowbro,ヤドラン,S,https://images.scrydex.com/pokemon/sv4a_ja-220/medium,https://scrydex.com/pokemon/cards/slowbro/sv4a_ja-220?variant=holofoil
221,Staryu #221 $1.68,https://scrydex.com/pokemon/cards/staryu/sv4a_ja-221?variant=holofoil,Staryu,ヒトデマン,S,https://images.scrydex.com/pokemon/sv4a_ja-221/medium,https://scrydex.com/pokemon/cards/staryu/sv4a_ja-221?variant=holofoil
222,Starmie #222 $1.71,https://scrydex.com/pokemon/cards/starmie/sv4a_ja-222?variant=holofoil,Starmie,スターミー,S,https://images.scrydex.com/pokemon/sv4a_ja-222/medium,https://scrydex.com/pokemon/cards/starmie/sv4a_ja-222?variant=holofoil
223,Paldean Tauros #223 $1.30,https://scrydex.com/pokemon/cards/paldean-tauros/sv4a_ja-223?variant=holofoil,Paldean Tauros,パルデア ケンタロス,S,https://images.scrydex.com/pokemon/sv4a_ja-223/medium,https://scrydex.com/pokemon/cards/paldean-tauros/sv4a_ja-223?variant=holofoil
224,Quaxly #224 $0.91,https://scrydex.com/pokemon/cards/quaxly/sv4a_ja-224?variant=holofoil,Quaxly,クワッス,S,https://images.scrydex.com/pokemon/sv4a_ja-224/medium,https://scrydex.com/pokemon/cards/quaxly/sv4a_ja-224?variant=holofoil
225,Quaxwell #225 $0.92,https://scrydex.com/pokemon/cards/quaxwell/sv4a_ja-225?variant=holofoil,Quaxwell,ウェルカモ,S,https://images.scrydex.com/pokemon/sv4a_ja-225/medium,https://scrydex.com/pokemon/cards/quaxwell/sv4a_ja-225?variant=holofoil
226,Wiglett #226 $1.41,https://scrydex.com/pokemon/cards/wiglett/sv4a_ja-226?variant=holofoil,Wiglett,ウミディグダ,S,https://images.scrydex.com/pokemon/sv4a_ja-226/medium,https://scrydex.com/pokemon/cards/wiglett/sv4a_ja-226?variant=holofoil
227,Wugtrio #227 $1.25,https://scrydex.com/pokemon/cards/wugtrio/sv4a_ja-227?variant=holofoil,Wugtrio,ウミトリオ,S,https://images.scrydex.com/pokemon/sv4a_ja-227/medium,https://scrydex.com/pokemon/cards/wugtrio/sv4a_ja-227?variant=holofoil
228,Finizen #228 $1.47,https://scrydex.com/pokemon/cards/finizen/sv4a_ja-228?variant=holofoil,Finizen,ナミイルカ,S,https://images.scrydex.com/pokemon/sv4a_ja-228/medium,https://scrydex.com/pokemon/cards/finizen/sv4a_ja-228?variant=holofoil
229,Palafin #229 $1.16,https://scrydex.com/pokemon/cards/palafin/sv4a_ja-229?variant=holofoil,Palafin,イルカマン,S,https://images.scrydex.com/pokemon/sv4a_ja-229/medium,https://scrydex.com/pokemon/cards/palafin/sv4a_ja-229?variant=holofoil
230,Veluza #230 $0.84,https://scrydex.com/pokemon/cards/veluza/sv4a_ja-230?variant=holofoil,Veluza,ミガルーサ,S,https://images.scrydex.com/pokemon/sv4a_ja-230/medium,https://scrydex.com/pokemon/cards/veluza/sv4a_ja-230?variant=holofoil
231,Dondozo #231 $1.04,https://scrydex.com/pokemon/cards/dondozo/sv4a_ja-231?variant=holofoil,Dondozo,ヘイラッシャ,S,https://images.scrydex.com/pokemon/sv4a_ja-231/medium,https://scrydex.com/pokemon/cards/dondozo/sv4a_ja-231?variant=holofoil
232,Tatsugiri #232 $2.54,https://scrydex.com/pokemon/cards/tatsugiri/sv4a_ja-232?variant=holofoil,Tatsugiri,シャリタツ,S,https://images.scrydex.com/pokemon/sv4a_ja-232/medium,https://scrydex.com/pokemon/cards/tatsugiri/sv4a_ja-232?variant=holofoil
233,Frigibax #233 $1.27,https://scrydex.com/pokemon/cards/frigibax/sv4a_ja-233?variant=holofoil,Frigibax,セビエ,S,https://images.scrydex.com/pokemon/sv4a_ja-233/medium,https://scrydex.com/pokemon/cards/frigibax/sv4a_ja-233?variant=holofoil
234,Arctibax #234 $1.06,https://scrydex.com/pokemon/cards/arctibax/sv4a_ja-234?variant=holofoil,Arctibax,セゴール,S,https://images.scrydex.com/pokemon/sv4a_ja-234/medium,https://scrydex.com/pokemon/cards/arctibax/sv4a_ja-234?variant=holofoil
235,Baxcalibur #235 $1.37,https://scrydex.com/pokemon/cards/baxcalibur/sv4a_ja-235?variant=holofoil,Baxcalibur,セグレイブ,S,https://images.scrydex.com/pokemon/sv4a_ja-235/medium,https://scrydex.com/pokemon/cards/baxcalibur/sv4a_ja-235?variant=holofoil
236,Pikachu #236 $47.87,https://scrydex.com/pokemon/cards/pikachu/sv4a_ja-236?variant=holofoil,Pikachu,ピカチュウ,S,https://images.scrydex.com/pokemon/sv4a_ja-236/medium,https://scrydex.com/pokemon/cards/pikachu/sv4a_ja-236?variant=holofoil
237,Raichu #237 $8.62,https://scrydex.com/pokemon/cards/raichu/sv4a_ja-237?variant=holofoil,Raichu,ライチュウ,S,https://images.scrydex.com/pokemon/sv4a_ja-237/medium,https://scrydex.com/pokemon/cards/raichu/sv4a_ja-237?variant=holofoil
238,Voltorb #238 $1.40,https://scrydex.com/pokemon/cards/voltorb/sv4a_ja-238?variant=holofoil,Voltorb,ビリリダマ,S,https://images.scrydex.com/pokemon/sv4a_ja-238/medium,https://scrydex.com/pokemon/cards/voltorb/sv4a_ja-238?variant=holofoil
239,Electrode #239 $1.41,https://scrydex.com/pokemon/cards/electrode/sv4a_ja-239?variant=holofoil,Electrode,マルマイン,S,https://images.scrydex.com/pokemon/sv4a_ja-239/medium,https://scrydex.com/pokemon/cards/electrode/sv4a_ja-239?variant=holofoil
240,Shinx #240 $4.02,https://scrydex.com/pokemon/cards/shinx/sv4a_ja-240?variant=holofoil,Shinx,コリンク,S,https://images.scrydex.com/pokemon/sv4a_ja-240/medium,https://scrydex.com/pokemon/cards/shinx/sv4a_ja-240?variant=holofoil
241,Luxio #241 $2.03,https://scrydex.com/pokemon/cards/luxio/sv4a_ja-241?variant=holofoil,Luxio,ルクシオ,S,https://images.scrydex.com/pokemon/sv4a_ja-241/medium,https://scrydex.com/pokemon/cards/luxio/sv4a_ja-241?variant=holofoil
242,Luxray #242 $3.58,https://scrydex.com/pokemon/cards/luxray/sv4a_ja-242?variant=holofoil,Luxray,レントラー,S,https://images.scrydex.com/pokemon/sv4a_ja-242/medium,https://scrydex.com/pokemon/cards/luxray/sv4a_ja-242?variant=holofoil
243,Pachirisu #243 $3.13,https://scrydex.com/pokemon/cards/pachirisu/sv4a_ja-243?variant=holofoil,Pachirisu,パチリス,S,https://images.scrydex.com/pokemon/sv4a_ja-243/medium,https://scrydex.com/pokemon/cards/pachirisu/sv4a_ja-243?variant=holofoil
244,Thundurus #244 $1.23,https://scrydex.com/pokemon/cards/thundurus/sv4a_ja-244?variant=holofoil,Thundurus,ボルトロス,S,https://images.scrydex.com/pokemon/sv4a_ja-244/medium,https://scrydex.com/pokemon/cards/thundurus/sv4a_ja-244?variant=holofoil
245,Toxel #245 $1.13,https://scrydex.com/pokemon/cards/toxel/sv4a_ja-245?variant=holofoil,Toxel,エレズン,S,https://images.scrydex.com/pokemon/sv4a_ja-245/medium,https://scrydex.com/pokemon/cards/toxel/sv4a_ja-245?variant=holofoil
246,Toxtricity #246 $1.04,https://scrydex.com/pokemon/cards/toxtricity/sv4a_ja-246?variant=holofoil,Toxtricity,ストリンダー,S,https://images.scrydex.com/pokemon/sv4a_ja-246/medium,https://scrydex.com/pokemon/cards/toxtricity/sv4a_ja-246?variant=holofoil
247,Pawmi #247 $1.21,https://scrydex.com/pokemon/cards/pawmi/sv4a_ja-247?variant=holofoil,Pawmi,パモ,S,https://images.scrydex.com/pokemon/sv4a_ja-247/medium,https://scrydex.com/pokemon/cards/pawmi/sv4a_ja-247?variant=holofoil
248,Pawmo #248 $1.39,https://scrydex.com/pokemon/cards/pawmo/sv4a_ja-248?variant=holofoil,Pawmo,パモット,S,https://images.scrydex.com/pokemon/sv4a_ja-248/medium,https://scrydex.com/pokemon/cards/pawmo/sv4a_ja-248?variant=holofoil
249,Pawmot #249 $1.54,https://scrydex.com/pokemon/cards/pawmot/sv4a_ja-249?variant=holofoil,Pawmot,パーモット,S,https://images.scrydex.com/pokemon/sv4a_ja-249/medium,https://scrydex.com/pokemon/cards/pawmot/sv4a_ja-249?variant=holofoil
250,Wattrel #250 $0.96,https://scrydex.com/pokemon/cards/wattrel/sv4a_ja-250?variant=holofoil,Wattrel,カイデン,S,https://images.scrydex.com/pokemon/sv4a_ja-250/medium,https://scrydex.com/pokemon/cards/wattrel/sv4a_ja-250?variant=holofoil
