id,set_id,name,name_normalized,card_number,rarity,variant,image_url,image_source_note,is_active,created_at,updated_at,tcgdex_id,hp,category,types,stage,illustrator,regulation_mark,description_ja,attacks,abilities,weaknesses,resistances,retreat,dex_ids,set_order,pokedex_number,image_dhash
3e52d7b7-8b65-4d8c-a28c-eb8eb7dede87,71a210ff-9d68-4eed-900a-43b5f14a70c6,ハリテヤマ,ハリテヤマ,030,C,normal,https://images.scrydex.com/pokemon/bw8t_ja-30/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:030,120,Pokémon,"[""Fighting""]",1 進化,Kouki Saitou,,体の 大きな ポケモンたちと 力比べをすることが 大好き。 張り手で トラックを ぶっ飛ばす。,"[{""cost"":[""Fighting"",""Colorless""],""name"":""ねこだまし"",""damage"":{""amount"":30,""suffix"":""""},""effect"":""コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。""},{""cost"":[""Fighting"",""Fighting"",""Colorless""],""name"":""うっちゃり"",""damage"":{""amount"":90,""suffix"":""""},""effect"":""次の相手の番、このポケモンが受けるワザのダメージは「+20」される。""}]",[],"[{""type"":[""Psychic""],""value"":""×2""}]","[{""type"":[],""value"":null}]",3,[297],,,672e61d182a6311c
e4e3bb86-a33c-4ccd-a05f-80628d5f74f6,71a210ff-9d68-4eed-900a-43b5f14a70c6,ミニリュウ,ミニリュウ,038,C,normal,https://images.scrydex.com/pokemon/bw8t_ja-38/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:038,50,Pokémon,"[""Dragon""]",たね,Atsuko Nishida,,目撃者が 少ないために 幻のポケモンと 呼ばれていた。 脱皮した 皮が 見つかっている。,"[{""cost"":[""Grass""],""name"":""だっぴ"",""damage"":null,""effect"":""このポケモンのHPを「20」回復する。""},{""cost"":[""Electric"",""Colorless""],""name"":""しっぽでたたく"",""damage"":{""amount"":20,""suffix"":""""},""effect"":""""}]",[],"[{""type"":[""Dragon""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[147],,,f3c287261e9eb626
ee97b636-83db-4649-b9fa-c93a3a0db0f6,71a210ff-9d68-4eed-900a-43b5f14a70c6,クチート,クチート,037,C,normal,https://images.scrydex.com/pokemon/bw8t_ja-37/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:037,70,Pokémon,"[""Steel""]",たね,Mitsuhiro Arita,,ツノが 変形して できた 大アゴが 頭に ついている。 鉄骨を かみきってしまう。,"[{""cost"":[""Steel""],""name"":""おどろかす"",""damage"":null,""effect"":""コインを1回投げオモテなら、相手の手札からオモテを見ないで1枚選ぶ。その後、そのカードを見てから相手の山札にもどし、山札を切る。""},{""cost"":[""Steel"",""Colorless"",""Colorless""],""name"":""まるかぶり"",""damage"":{""amount"":30,""suffix"":""""},""effect"":""このポケモンのHPを「30」回復する。次の相手の番、このワザを受けた相手のバトルポケモンは、にげられない。""}]",[],"[{""type"":[""Fire""],""value"":""×2""}]","[{""type"":[""Psychic""],""value"":""－20""}]",1,[303],,,cf9ada9a67272109
d364ce8b-7cc9-45ce-a6b1-d7d0dd706857,41226239-da09-4293-b6a3-d53c92094bf5,ゴニョニョ,ゴニョニョ,055,C,normal,https://images.scrydex.com/pokemon/sv4k_ja-55/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:25.099279+00:00,2026-08-30 05:24:14.346209+00:00,SV4K-055,70,Pokemon,"[""Colorless""]",Basic,sui,G,鳴きはじめると 自分の 声に 驚いて さらに 激しく 鳴く。 鳴き疲れると 眠ってしまう。,"[{""cost"":[""Colorless""],""damage"":10,""nameJa"":""つきとばす"",""effectJa"":""相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］""}]",[],"[{""type"":""Fighting"",""value"":""×2""}]",[],2,[293],,,466cc8f825252d1b
16bbd39b-d81d-485b-9c7a-fab7fb27b306,71a210ff-9d68-4eed-900a-43b5f14a70c6,カイリュー,カイリュー,040,R,normal,https://images.scrydex.com/pokemon/bw8t_ja-40/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:040,150,Pokémon,"[""Dragon""]",2 進化,Akira Komayama,,広い 海の どこかに 住処が あると 言われている。 難破した 船を 陸まで 導いてくれる。,"[{""cost"":[""Colorless"",""Colorless"",""Colorless""],""name"":""つんざく"",""damage"":{""amount"":60,""suffix"":""""},""effect"":""次の相手の番、相手は手札から「グッズ」を出して使えない。""},{""cost"":[""Grass"",""Electric"",""Colorless"",""Colorless""],""name"":""ヒールウイング"",""damage"":{""amount"":90,""suffix"":""""},""effect"":""このポケモンのHPを「30」回復する。""}]",[],"[{""type"":[""Dragon""],""value"":""×2""}]","[{""type"":[],""value"":null}]",3,[149],,,4d2d594d1f3f3725
1451d98d-f431-4c41-bead-d7a7e366be5c,71a210ff-9d68-4eed-900a-43b5f14a70c6,ハクリュー,ハクリュー,039,C,normal,https://images.scrydex.com/pokemon/bw8t_ja-39/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:039,70,Pokémon,"[""Dragon""]",1 進化,TOKIYA,,全身が オーラに 包まれるとき まわりの 天気が 一変する。 海や 湖に 住むという。,"[{""cost"":[""Electric""],""name"":""まきつく"",""damage"":{""amount"":20,""suffix"":""""},""effect"":""コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。""},{""cost"":[""Grass"",""Colorless"",""Colorless""],""name"":""しっぽでたたく"",""damage"":{""amount"":50,""suffix"":""""},""effect"":""""}]",[],"[{""type"":[""Dragon""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[148],,,5d6963e61ebeb626
387190ec-1dd6-4b7f-a0f8-c58c389a0e4d,71a210ff-9d68-4eed-900a-43b5f14a70c6,イーブイ,イーブイ,042,C,normal,https://images.scrydex.com/pokemon/bw8t_ja-42/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:042,60,Pokémon,"[""Colorless""]",たね,Toyste Beach,,不安定な 遺伝子の おかげで さまざまな 進化の 可能性を 秘めている 特殊な ポケモン。,"[{""cost"":[""Colorless""],""name"":""しんかのきざし"",""damage"":null,""effect"":""「イーブイ」から進化する、それぞれちがうタイプのポケモンを、自分の山札から3枚選び、相手に見せてから、手札に加える。そして山札を切る。""},{""cost"":[""Colorless"",""Colorless"",""Colorless""],""name"":""かみつく"",""damage"":{""amount"":30,""suffix"":""""},""effect"":""""}]",[],"[{""type"":[""Fighting""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[133],,,2797d1797287211d
39e0e5a3-c360-407c-8018-b2abf7a3aeb1,71a210ff-9d68-4eed-900a-43b5f14a70c6,ムクホーク,ムクホーク,045,U,normal,https://images.scrydex.com/pokemon/bw8t_ja-45/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:045,130,Pokémon,"[""Colorless""]",2 進化,Hajime Kusajima,,自分の 体が 傷つこうとも 攻撃を やめなくなった。 トサカの 形を 気にしている。,"[{""cost"":[""Colorless"",""Colorless"",""Colorless""],""name"":""つばさでうつ"",""damage"":{""amount"":60,""suffix"":""""},""effect"":""""},{""cost"":[""Colorless"",""Colorless"",""Colorless"",""Colorless""],""name"":""つむじかぜ"",""damage"":null,""effect"":""相手のバトルポケモンと、ついているすべてのカードを、相手の山札にもどす。そして山札を切る。""}]",[],"[{""type"":[""Electric""],""value"":""×2""}]","[{""type"":[""Fighting""],""value"":""－20""}]",1,[398],,,65bab8de32a77119
7cc8b747-b3f2-4d08-8141-bcce0e22de39,71a210ff-9d68-4eed-900a-43b5f14a70c6,トルネロスEX,トルネロスex,046,R,normal,https://images.scrydex.com/pokemon/bw8t_ja-46/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:046,180,Pokémon,"[""Colorless""]",たね,Eske Yoshinob,,,"[{""cost"":[""Colorless""],""name"":""ふきながし"",""damage"":null,""effect"":""自分の手札をすべて山札にもどし、山札を切る。その後、山札を6枚引く。""},{""cost"":[""Colorless"",""Colorless"",""Colorless"",""Colorless""],""name"":""ジェットブラスト"",""damage"":{""amount"":60,""suffix"":""＋""},""effect"":""このポケモンについている「プラズマエネルギー」の数×30ダメージを追加。""}]",[],"[{""type"":[""Electric""],""value"":""×2""}]","[{""type"":[""Fighting""],""value"":""－20""}]",2,[],,,8ea8a9d666315972
0b2609ea-5227-4a79-9c22-7298e62f25e9,71a210ff-9d68-4eed-900a-43b5f14a70c6,ラティアスEX,ラティアスex,041,R,normal,https://images.scrydex.com/pokemon/bw8t_ja-41/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:041,160,Pokémon,"[""Dragon""]",たね,Ryo Ueda,,,"[{""cost"":[""Fire"",""Psychic"",""Colorless""],""name"":""ペネトレイト"",""damage"":{""amount"":70,""suffix"":""""},""effect"":""このワザのダメージは、弱点・抵抗力と、相手のバトルポケモンにかかっている効果の計算をしない。""}]","[{""name"":""かがやくうもう"",""effect"":""このポケモンは、特性を持つ相手のポケモンからワザのダメージや効果を受けない。""}]","[{""type"":[""Dragon""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[],,,1b0b070d291b78e3
76524569-a534-4a9c-b0fa-fc626189ae24,71a210ff-9d68-4eed-900a-43b5f14a70c6,ダークトリニティ,ダークトリニティ,049,U,normal,https://images.scrydex.com/pokemon/bw8t_ja-49/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:049,,サポート,[],,Yusuke Ohmura,,,[],[],[],[],,[],,,0b7361c54d751907
0a775d5f-5706-4f3a-8844-3bdd5ca7fc21,519974df-352f-47fe-a03f-04e3e551a5da,キャンデラ,キャンデラ,068,U,normal,https://images.scrydex.com/pokemon/swsh10b_ja-68/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:16.070963+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:S10b:068,,サポート,[],,Ryuta Fuse,,,[],[],[],[],,[],,,8eb2b98282550f3d
16c37283-784f-412f-ad6b-96b10bdd0c32,71a210ff-9d68-4eed-900a-43b5f14a70c6,ムクバード,ムクバード,044,C,normal,https://images.scrydex.com/pokemon/bw8t_ja-44/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:044,80,Pokémon,"[""Colorless""]",1 進化,sui,,自分の 弱さを わきまえており いつも 群れで 暮らしている。 １匹になると やかましく 鳴く。,"[{""cost"":[""Colorless"",""Colorless""],""name"":""とっしん"",""damage"":{""amount"":30,""suffix"":""""},""effect"":""コインを1回投げウラなら、このポケモンにも10ダメージ。""}]",[],"[{""type"":[""Electric""],""value"":""×2""}]","[{""type"":[""Fighting""],""value"":""－20""}]",1,[397],,,27b678794667590d
746765f5-7229-44b7-90ea-f0ed650d9719,71a210ff-9d68-4eed-900a-43b5f14a70c6,いのちのしずく,イノチノシズク,050,R,normal,https://images.scrydex.com/pokemon/bw8t_ja-50/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:050,,ポケモンのどうぐ,[],,5ban Graphics,,,[],[],[],[],,[],,,6f5149e5070f0f0b
85b8c8d9-e39d-4992-9ba7-9b1e9dab79b9,71a210ff-9d68-4eed-900a-43b5f14a70c6,プラズマエネルギー,プラズマエネルギー,051,U,normal,https://images.scrydex.com/pokemon/bw8t_ja-51/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:051,,特殊エネルギー,[],,5ban Graphics,,,[],[],[],[],,[],,,134d17168d215959
881ecbfa-2a01-46fb-bd80-4db23f1341fe,71a210ff-9d68-4eed-900a-43b5f14a70c6,かるいし,カルイシ,048,U,normal,https://images.scrydex.com/pokemon/bw8t_ja-48/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:11.520555+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:BW8-Brn:048,,ポケモンのどうぐ,[],,5ban Graphics,,,[],[],[],[],,[],,,8b8bdef02b07078e
c67cf3f2-82ba-45fe-8c60-f4db3bc87235,519974df-352f-47fe-a03f-04e3e551a5da,フシギソウ,フシギソウ,002,U,normal,https://images.scrydex.com/pokemon/swsh10b_ja-2/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:15.933943+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:S10b:002,100,Pokémon,"[""Grass""]",1 進化,zig,,背中の つぼみが 大きく 育ってくると ２本脚で 立つことが できなくなるらしい。,"[{""cost"":[""Grass""],""name"":""よびよせアロマ"",""damage"":null,""effect"":""自分の山札からポケモンを2枚まで選び、相手に見せて、手札に加える。そして山札を切る。""},{""cost"":[""Grass"",""Colorless"",""Colorless""],""name"":""はっぱカッター"",""damage"":{""amount"":60,""suffix"":""""},""effect"":""""}]",[],"[{""type"":[""Fire""],""value"":""×2""}]","[{""type"":[],""value"":null}]",3,[2],,,cba5e8fa20203298
0ea2e099-805e-4bc0-bc4c-6a7edc1071de,97d0e77f-4340-44e3-9fb3-6e227b079a7d,ブーメランエネルギー,ブーメランエネルギー,066,U,normal,https://images.scrydex.com/pokemon/sv5a_ja-66/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:25.613183+00:00,2026-08-30 05:24:14.572242+00:00,SV5a-066,,Energy,[],,5ban Graphics,H,,[],[],[],[],,[],,,1763682c9c070d0f
7306ed6a-e8f4-4983-ae92-1a06bf242ce0,d89dc0ae-ec18-4b7e-a147-29ceffa71c2f,むしとりセット,ムシトリセット,150,ー,normal,https://images.scrydex.com/pokemon/sv8a_ja-150/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:27.758799+00:00,2026-08-30 05:24:14.572242+00:00,SV8a-150,,Trainer,[],,AYUMI ODASHIMA,H,,[],[],[],[],,[],,,0f2b1a920b071739
9ab8270b-7810-44d3-bc73-c9db3ff9e099,519974df-352f-47fe-a03f-04e3e551a5da,フシギダネ,フシギダネ,001,C,normal,https://images.scrydex.com/pokemon/swsh10b_ja-1/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:15.933943+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:S10b:001,70,Pokémon,"[""Grass""]",たね,sowsow,,生まれたときから 背中に 植物の タネが あって 少しずつ 大きく 育つ。,"[{""cost"":[""Grass""],""name"":""つるのムチ"",""damage"":{""amount"":10,""suffix"":""""},""effect"":""""},{""cost"":[""Grass"",""Colorless""],""name"":""はっぱカッター"",""damage"":{""amount"":20,""suffix"":""""},""effect"":""""}]",[],"[{""type"":[""Fire""],""value"":""×2""}]","[{""type"":[],""value"":null}]",2,[1],,,e2b3a6e22622b098
c3a7ad4b-f76a-4ac6-b1f9-af9c77a9ead6,519974df-352f-47fe-a03f-04e3e551a5da,スパーク,スパーク,069,U,normal,https://images.scrydex.com/pokemon/swsh10b_ja-69/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:16.070963+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:S10b:069,,サポート,[],,Naoki Saito,,,[],[],[],[],,[],,,1e8cacac36454d3d
056027c4-88bf-4f28-b59e-c7d2db898194,519974df-352f-47fe-a03f-04e3e551a5da,かがやくフシギバナ,カガヤクフシギバナ,004,,normal,https://images.scrydex.com/pokemon/swsh10b_ja-4/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:15.933943+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:S10b:004,150,Pokémon,"[""Grass""]",たね,Misa Tsutsui,,太陽エネルギーを 栄養にして 大きな花が 開く。 日なたに 引き寄せられるように 移動する。,"[{""cost"":[""Grass"",""Grass"",""Colorless""],""name"":""きけんなかふん"",""damage"":{""amount"":90,""suffix"":""""},""effect"":""相手のバトルポケモンをどくとやけどとこんらんにする。""}]","[{""name"":""サニーブルーム"",""effect"":""自分の番の終わりに1回使える。自分の手札が4枚になるように、山札を引く。""}]","[{""type"":[""Fire""],""value"":""×2""}]","[{""type"":[],""value"":null}]",3,[3],,,4874ce478f201b08
22144e25-7c64-4efd-a746-822389479251,519974df-352f-47fe-a03f-04e3e551a5da,フシギバナ,フシギバナ,003,R,normal,https://images.scrydex.com/pokemon/swsh10b_ja-3/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:15.933943+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:S10b:003,180,Pokémon,"[""Grass""]",2 進化,KEIICHIRO ITO,,太陽エネルギーを 栄養にして 大きな花が 開く。 日なたに 引き寄せられるように 移動する。,"[{""cost"":[""Grass"",""Grass"",""Colorless"",""Colorless""],""name"":""ソーラービーム"",""damage"":{""amount"":130,""suffix"":""""},""effect"":""""}]","[{""name"":""クラクラキャッチャー"",""effect"":""自分の番に1回使える。コインを1回投げオモテなら、相手のベンチポケモンを1匹選び、バトルポケモンと入れ替える。その後、新しく出てきたポケモンをどくとねむりにする。""}]","[{""type"":[""Fire""],""value"":""×2""}]","[{""type"":[],""value"":null}]",4,[3],,,8ee490928438b298
d47b6fd3-5eea-4d49-9e99-fee671779fa7,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,デデンネGX,デデンネgx,175,SR,holo,https://images.scrydex.com/pokemon/sm12a_ja-175/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:12.459319+00:00,2026-08-30 05:24:14.346209+00:00,SM12a-175,160,Pokemon,"[""Lightning""]",Basic,kanahei,C,,"[{""cost"":[""Lightning"",""Colorless""],""damage"":50,""nameJa"":""バチバチ"",""effectJa"":null},{""cost"":[""Lightning"",""Colorless""],""damage"":50,""nameJa"":""ビリリターンGX"",""effectJa"":""相手のバトルポケモンをマヒにする。このポケモンと、ついているすべてのカードを、手札にもどす。［対戦中、自分はGXワザを1回しか使えない。］""}]","[{""type"":""Ability"",""nameJa"":""デデチェンジ"",""effectJa"":""自分の番に、このカードを手札からベンチに出したとき、1回使える。自分の手札をすべてトラッシュし、山札を6枚引く。この番、すでに別の「デデチェンジ」を使っていたなら、この特性は使えない。""}]","[{""type"":""Fighting"",""value"":""x2""}]","[{""type"":""Metal"",""value"":""-20""}]",1,[702],,,365f5c4145973163
faa0e6f7-8148-46a0-aec3-3af1cf3ca04b,519974df-352f-47fe-a03f-04e3e551a5da,イトマル,イトマル,006,C,normal,https://images.scrydex.com/pokemon/swsh10b_ja-6/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:15.933943+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:S10b:006,60,Pokémon,"[""Grass""]",たね,Yuka Morii,,キバの 毒は さほど 強くないが 巣に かかって 動けない 獲物を 弱らせるには 充分。,"[{""cost"":[""Grass""],""name"":""どくばり"",""damage"":{""amount"":10,""suffix"":""""},""effect"":""コインを1回投げオモテなら、相手のバトルポケモンをどくにする。""}]",[],"[{""type"":[""Fire""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[167],,,dacacec22624b899
0d0e3df0-2b6d-4ba1-839e-07161cfd91ba,519974df-352f-47fe-a03f-04e3e551a5da,アリアドス,アリアドス,007,C,normal,https://images.scrydex.com/pokemon/swsh10b_ja-7/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:15.933943+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:S10b:007,110,Pokémon,"[""Grass""]",1 進化,Misa Tsutsui,,糸を はいて 獲物を 捕らえる。 夜に なると 巣から 離れて 積極的に 狩りを するぞ。,"[{""cost"":[""Colorless""],""name"":""どくいとしばり"",""damage"":{""amount"":20,""suffix"":""""},""effect"":""コインを1回投げオモテなら、相手のバトルポケモンをどくとマヒにする。""},{""cost"":[""Grass"",""Colorless""],""name"":""すいとる"",""damage"":{""amount"":50,""suffix"":""""},""effect"":""このポケモンのHPを「50」回復する。""}]",[],"[{""type"":[""Fire""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[168],,,cebeba926a22b099
96781858-354e-49e1-9f2e-de95d6c979a1,519974df-352f-47fe-a03f-04e3e551a5da,アローラ ナッシーV,アローラナッシーv,005,RR,normal,https://images.scrydex.com/pokemon/swsh10b_ja-5/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:15.933943+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:S10b:005,240,Pokémon,"[""Grass""]",たね,MUGENUP,,,"[{""cost"":[""Grass""],""name"":""のびのびそだつ"",""damage"":null,""effect"":""コインを1回投げオモテなら、自分の山札からGrassエネルギーを5枚まで選び、自分のポケモンに好きなようにつける。そして山札を切る。""},{""cost"":[""Colorless"",""Colorless"",""Colorless""],""name"":""ブンブンヘッド"",""damage"":null,""effect"":""相手のポケモン1匹に、このポケモンについているGrassエネルギーの数×30ダメージ。［ベンチは弱点・抵抗力を計算しない。］""}]",[],"[{""type"":[""Fire""],""value"":""×2""}]","[{""type"":[],""value"":null}]",3,[],,,478339396d77653f
4b154a00-ebe5-4732-935a-c5a954bde47f,85624ae1-7bf6-4f09-a3c7-d3af5f65893a,ハヤシガメ,ハヤシガメ,007,C,normal,https://images.scrydex.com/pokemon/sm5s_ja-7/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:16.556423+00:00,2026-08-30 05:24:14.346209+00:00,SM5S-007,110,Pokemon,"[""Grass""]",Stage1,Shigenori Negishi,,きれいな 水が わき出る 場所を 知っていて 仲間の ポケモンを 背中に 乗せて そこまで 運ぶ。,"[{""cost"":[""Grass"",""Colorless""],""damage"":30,""nameJa"":""メガドレイン"",""effectJa"":""このポケモンのHPを「30」回復する。""},{""cost"":[""Grass"",""Grass"",""Grass"",""Colorless""],""damage"":80,""nameJa"":""はっぱカッター"",""effectJa"":null}]",[],"[{""type"":""Fire"",""value"":""x2""}]",[],4,[388],,,e6ec8a9224a2a298
b03a4bcb-58d8-4e9d-b54d-7c909c66c49a,519974df-352f-47fe-a03f-04e3e551a5da,リザード,リザード,009,U,normal,https://images.scrydex.com/pokemon/swsh10b_ja-9/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:15.933943+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:S10b:009,90,Pokémon,"[""Fire""]",1 進化,Shiburingaru,,燃える しっぽを 振りまわし するどい ツメで 相手を 切り裂く 荒々しい 性格。,"[{""cost"":[""Fire"",""Colorless""],""name"":""ひっかく"",""damage"":{""amount"":30,""suffix"":""""},""effect"":""""},{""cost"":[""Fire"",""Fire"",""Colorless"",""Colorless""],""name"":""かえんほうしゃ"",""damage"":{""amount"":100,""suffix"":""""},""effect"":""このポケモンについているFireエネルギーを1個選び、トラッシュする。""}]",[],"[{""type"":[""Water""],""value"":""×2""}]","[{""type"":[],""value"":null}]",2,[5],,,9e9b9282ccaab09c
fb15ac05-c67e-41cd-9910-5671c3b90595,519974df-352f-47fe-a03f-04e3e551a5da,ヒトカゲ,ヒトカゲ,008,C,normal,https://images.scrydex.com/pokemon/swsh10b_ja-8/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 06:28:15.933943+00:00,2026-08-30 05:24:14.346209+00:00,ptcg:S10b:008,60,Pokémon,"[""Fire""]",たね,saino misaki,,熱いものを 好む 性格。 雨に濡れると しっぽの 先から 煙が 出るという。,"[{""cost"":[""Fire""],""name"":""もえるしっぽ"",""damage"":{""amount"":10,""suffix"":""""},""effect"":""自分の山札からFireエネルギーを1枚選び、このポケモンにつける。そして山札を切る。""}]",[],"[{""type"":[""Water""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[4],,,9ac3f6bacc98a898
244eb93a-788e-4853-9e57-fe937621bd10,c9f7833f-defe-4d99-b45a-33fcb5a1fb14,イーブイ,イーブイ,044,C,normal,https://images.scrydex.com/pokemon/sm1s_ja-44/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:13.450781+00:00,2026-08-30 05:24:14.346209+00:00,SM1S-044,60,Pokemon,"[""Colorless""]",Basic,Shibuzoh.,,アンバランス かつ 不安定な 遺伝子を 持っており 様々な 進化の 可能性を 秘めている。,"[{""cost"":[""Colorless""],""damage"":null,""nameJa"":""クイックドロー"",""effectJa"":""コインを1回投げオモテなら、自分の山札を1枚引く。""}]","[{""type"":""Ability"",""nameJa"":""エナジーしんか"",""effectJa"":""自分の番に、自分の手札から基本エネルギーをこのポケモンにつけたとき、1回使える。つけたエネルギーと同じタイプの、このポケモンから進化するカードを、自分の山札から1枚選び、このポケモンにのせて進化させる。そして山札を切る。""}]","[{""type"":""Fighting"",""value"":""x2""}]",[],2,[133],,,cee8b88a80b1303c
97dac0bd-1064-4188-b987-83181548f385,c9f7833f-defe-4d99-b45a-33fcb5a1fb14,バタフリー,バタフリー,003,U,normal,https://images.scrydex.com/pokemon/sm1s_ja-3/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:13.450781+00:00,2026-08-30 05:24:14.346209+00:00,SM1S-003,130,Pokemon,"[""Grass""]",Stage2,chibi,,大きな 眼を よく 観察すると 実は 小さな 眼が 無数に 集まって できているのが わかる。,"[{""cost"":[""Colorless""],""damage"":30,""nameJa"":""ねんりき"",""effectJa"":""コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。""},{""cost"":[""Colorless"",""Colorless"",""Colorless""],""damage"":80,""nameJa"":""ふきとばし"",""effectJa"":""相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］""}]",[],"[{""type"":""Fire"",""value"":""x2""}]",[],1,[12],,,ca9496ea24a6a8b8
548942d5-e013-4295-864d-4e077dd8f949,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,エーフィ&デオキシスGX,エーフィ&デオキシスgx,177,SR,holo,https://images.scrydex.com/pokemon/sm12a_ja-177/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:12.459319+00:00,2026-08-30 05:24:14.346209+00:00,SM12a-177,260,Pokemon,"[""Psychic""]",Basic,Hasuno,C,,"[{""cost"":[""Psychic"",""Colorless"",""Colorless""],""damage"":""10+"",""nameJa"":""サイコサークル"",""effectJa"":""自分のベンチの[超]ポケモンの数×30ダメージ追加。""},{""cost"":[""Psychic"",""Colorless"",""Colorless""],""damage"":null,""nameJa"":""クロスディヴィジョンGX"",""effectJa"":""ダメカン10個を、相手のポケモンに好きなようにのせる。追加でエネルギーが3個ついているなら、のせるダメカンの数は20個になる。［対戦中、自分はGXワザを1回しか使えない。］""}]",[],"[{""type"":""Psychic"",""value"":""x2""}]",[],2,"[196,386]",,,56571f0e8c1c0383
